Pruning Completed
-----------------------------------------------
[STAGE 3] Finetune for 25 epochs after Pruning
-----------------------------------------------
Ultralytics 8.3.176  Python-3.10.11 torch-2.7.1+cu118 CUDA:0 (NVIDIA GeForce RTX 3060, 12288MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, augment=False, auto_augment=randaugment, batch=16, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=C:/Users/PC/Desktop/Project/Torch-Pruning/examples/yolov11n/27073186/TXL-PBC/TXL-PBC/data.yaml, degrees=0.0, deterministic=True, device=None, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, epochs=25, erasing=0.4, exist_ok=True, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.015, hsv_s=0.7, hsv_v=0.4, imgsz=640, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.001, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=yolo11n.pt, momentum=0.937, mosaic=1.0, multi_scale=False, name=pruned_b16_75.0%_after_finetune, nbs=64, nms=False, opset=None, optimize=False, optimizer=auto, overlap_mask=True, patience=100, perspective=0.0, plots=True, pose=12.0, pretrained=True, profile=False, project=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs, rect=False, resume=False, retina_masks=False, save=True, save_conf=False, save_crop=False, save_dir=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.5, seed=0, shear=0.0, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=detect, time=None, tracker=botsort.yaml, translate=0.1, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=8, workspace=None
Freezing layer 'model.23.dfl.conv.weight'
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.00.0 ms, read: 422.5298.9 MB/s, size: 29.0 KB)
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\92129d1652e75c3892beb376df57d274.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\a8581e04ac765bd3ad658cf8e530a6ea.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\c255521a08b75da09373db44e7f099c5.png: 17 duplicate labels removed
[34m[1mval: [0mFast image access  (ping: 0.00.0 ms, read: 422.2203.0 MB/s, size: 37.5 KB)
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\val\0ac132c270355979b686c0801e558849.png: 15 duplicate labels removed
Plotting labels to C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune\labels.jpg... 
[34m[1moptimizer:[0m 'optimizer=auto' found, ignoring 'lr0=0.001' and 'momentum=0.937' and determining best 'optimizer', 'lr0' and 'momentum' automatically... 
[34m[1moptimizer:[0m AdamW(lr=0.001429, momentum=0.9) with parameter groups 89 weight(decay=0.0), 96 weight(decay=0.0005), 95 bias(decay=0.0)
Image sizes 640 train, 640 val
Using 8 dataloader workers
Logging results to [1mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune[0m
Starting training for 25 epochs...
      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size
  0%|          | 0/56 [00:00<?, ?it/s]
       1/25      1.71G      2.925      4.057      2.688        309        640:   0%|          | 0/56 [00:00<?, ?it/s]
      15/25       2.7G     0.7058     0.5262      1.044        351        640:  84%|########3 | 47/56 [00:05<00:01,  8.85it/s]
      15/25       2.7G     0.7058     0.5262      1.044        351        640:  86%|########5 | 48/56 [00:05<00:00,  8.89it/s]
      15/25       2.7G     0.7046     0.5256      1.043        389        640:  86%|########5 | 48/56 [00:05<00:00,  8.89it/s]
      15/25       2.7G     0.7046     0.5256      1.043        389        640:  88%|########7 | 49/56 [00:05<00:00,  8.95it/s]
      15/25       2.7G     0.7036     0.5246      1.042        410        640:  88%|########7 | 49/56 [00:05<00:00,  8.95it/s]
      15/25       2.7G     0.7036     0.5246      1.042        410        640:  89%|########9 | 50/56 [00:05<00:00,  8.27it/s]
      15/25       2.7G     0.7018     0.5237      1.041        346        640:  89%|########9 | 50/56 [00:05<00:00,  8.27it/s]
      15/25       2.7G     0.7018     0.5237      1.041        346        640:  91%|#########1| 51/56 [00:05<00:00,  8.61it/s]
      15/25       2.7G        0.7      0.523      1.041        322        640:  91%|#########1| 51/56 [00:06<00:00,  8.61it/s]
      15/25       2.7G        0.7      0.523      1.041        322        640:  93%|#########2| 52/56 [00:06<00:00,  8.74it/s]
      15/25       2.7G     0.6999      0.523       1.04        455        640:  93%|#########2| 52/56 [00:06<00:00,  8.74it/s]
      15/25       2.7G     0.6999      0.523       1.04        455        640:  95%|#########4| 53/56 [00:06<00:00,  8.60it/s]
      15/25       2.7G     0.7001     0.5228       1.04        390        640:  95%|#########4| 53/56 [00:06<00:00,  8.60it/s]
      15/25       2.7G     0.7001     0.5228       1.04        390        640:  96%|#########6| 54/56 [00:06<00:00,  8.26it/s]
      15/25       2.7G     0.7001     0.5233      1.041        333        640:  96%|#########6| 54/56 [00:06<00:00,  8.26it/s]
      15/25       2.7G     0.7001     0.5242      1.042         39        640:  96%|#########6| 54/56 [00:06<00:00,  8.26it/s]
      15/25       2.7G     0.7001     0.5242      1.042         39        640: 100%|##########| 56/56 [00:06<00:00,  9.28it/s]
      15/25       2.7G     0.7001     0.5242      1.042         39        640: 100%|##########| 56/56 [00:06<00:00,  8.65it/s]


                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):   0%|          | 0/8 [00:00<?, ?it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  12%|#2        | 1/8 [00:00<00:00,  9.07it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  25%|##5       | 2/8 [00:00<00:00,  7.73it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  38%|###7      | 3/8 [00:00<00:00,  8.10it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  50%|#####     | 4/8 [00:00<00:00,  7.90it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  62%|######2   | 5/8 [00:00<00:00,  7.90it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  75%|#######5  | 6/8 [00:00<00:00,  7.58it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  88%|########7 | 7/8 [00:00<00:00,  7.68it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.76it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.83it/s]

                   all        252       3737      0.939      0.914       0.96      0.782

Closing dataloader mosaic



      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size


  0%|          | 0/56 [00:00<?, ?it/s]
      16/25       2.7G     0.6648     0.5588      1.054        229        640:   0%|          | 0/56 [00:00<?, ?it/s]
      16/25       2.7G     0.6648     0.5588      1.054        229        640:   2%|1         | 1/56 [00:00<00:14,  3.71it/s]
      16/25       2.7G      0.769     0.6976      1.131        194        640:   2%|1         | 1/56 [00:00<00:14,  3.71it/s]
      16/25       2.7G      0.769     0.6976      1.131        194        640:   4%|3         | 2/56 [00:00<00:11,  4.80it/s]
      16/25       2.7G     0.7348     0.6637      1.087        215        640:   4%|3         | 2/56 [00:00<00:11,  4.80it/s]
      16/25       2.7G     0.7348     0.6637      1.087        215        640:   5%|5         | 3/56 [00:00<00:09,  5.68it/s]
      16/25       2.7G     0.7186     0.6541      1.068        222        640:   5%|5         | 3/56 [00:00<00:09,  5.68it/s]
      16/25       2.7G     0.7186     0.6541      1.068        222        640:   7%|7         | 4/56 [00:00<00:08,  6.21it/s]
      16/25       2.7G     0.7402     0.6631      1.084        237        640:   7%|7         | 4/56 [00:00<00:08,  6.21it/s]
      16/25       2.7G     0.7402     0.6631      1.084        237        640:   9%|8         | 5/56 [00:00<00:07,  7.17it/s]
      16/25       2.7G     0.7352     0.6577      1.085        223        640:   9%|8         | 5/56 [00:00<00:07,  7.17it/s]
      16/25       2.7G     0.7352     0.6577      1.085        223        640:  11%|#         | 6/56 [00:00<00:06,  7.42it/s]
      16/25       2.7G     0.7263     0.6497      1.084        206        640:  11%|#         | 6/56 [00:01<00:06,  7.42it/s]
      16/25       2.7G     0.7263     0.6497      1.084        206        640:  12%|#2        | 7/56 [00:01<00:06,  8.04it/s]
      16/25       2.7G     0.7243     0.6419      1.076        226        640:  12%|#2        | 7/56 [00:01<00:06,  8.04it/s]
      16/25       2.7G     0.7243     0.6419      1.076        226        640:  14%|#4        | 8/56 [00:01<00:05,  8.47it/s]
      16/25       2.7G     0.7244     0.6336      1.074        229        640:  14%|#4        | 8/56 [00:01<00:05,  8.47it/s]
      16/25       2.7G     0.7244     0.6336      1.074        229        640:  16%|#6        | 9/56 [00:01<00:05,  8.75it/s]
      16/25       2.7G     0.7147     0.6273      1.068        211        640:  16%|#6        | 9/56 [00:01<00:05,  8.75it/s]
      16/25       2.7G     0.7147     0.6273      1.068        211        640:  18%|#7        | 10/56 [00:01<00:05,  8.60it/s]
      16/25       2.7G     0.7123     0.6184      1.066        233        640:  18%|#7        | 10/56 [00:01<00:05,  8.60it/s]
      16/25       2.7G     0.7123     0.6184      1.066        233        640:  20%|#9        | 11/56 [00:01<00:05,  8.92it/s]
      16/25       2.7G     0.7128     0.6156      1.062        221        640:  20%|#9        | 11/56 [00:01<00:05,  8.92it/s]
      16/25       2.7G     0.7128     0.6156      1.062        221        640:  21%|##1       | 12/56 [00:01<00:04,  9.17it/s]
      16/25       2.7G     0.7078     0.6141      1.059        197        640:  21%|##1       | 12/56 [00:01<00:04,  9.17it/s]
      16/25       2.7G     0.7078     0.6141      1.059        197        640:  23%|##3       | 13/56 [00:01<00:04,  9.33it/s]
      16/25       2.7G     0.7075     0.6158      1.062        188        640:  23%|##3       | 13/56 [00:01<00:04,  9.33it/s]
      16/25       2.7G     0.7075     0.6158      1.062        188        640:  25%|##5       | 14/56 [00:01<00:04,  9.00it/s]
      16/25       2.7G     0.7042     0.6098      1.061        171        640:  25%|##5       | 14/56 [00:01<00:04,  9.00it/s]
      16/25       2.7G     0.7042     0.6098      1.061        171        640:  27%|##6       | 15/56 [00:01<00:04,  8.91it/s]
      16/25       2.7G     0.7103     0.6071      1.063        239        640:  27%|##6       | 15/56 [00:02<00:04,  8.91it/s]
      16/25       2.7G     0.7103     0.6071      1.063        239        640:  29%|##8       | 16/56 [00:02<00:04,  8.99it/s]
      16/25       2.7G     0.7074     0.6004      1.058        212        640:  29%|##8       | 16/56 [00:02<00:04,  8.99it/s]
      16/25       2.7G     0.7074     0.6004      1.058        212        640:  30%|###       | 17/56 [00:02<00:04,  9.17it/s]
      16/25       2.7G      0.706     0.5962      1.058        216        640:  30%|###       | 17/56 [00:02<00:04,  9.17it/s]
      16/25       2.7G      0.706     0.5962      1.058        216        640:  32%|###2      | 18/56 [00:02<00:04,  8.84it/s]
      16/25       2.7G     0.6982     0.5901      1.052        220        640:  32%|###2      | 18/56 [00:02<00:04,  8.84it/s]
      16/25       2.7G     0.6982     0.5901      1.052        220        640:  34%|###3      | 19/56 [00:02<00:04,  9.07it/s]
      16/25       2.7G      0.695     0.5863      1.051        236        640:  34%|###3      | 19/56 [00:02<00:04,  9.07it/s]
      16/25       2.7G      0.695     0.5863      1.051        236        640:  36%|###5      | 20/56 [00:02<00:03,  9.26it/s]
      16/25       2.7G     0.6929     0.5837      1.051        218        640:  36%|###5      | 20/56 [00:02<00:03,  9.26it/s]
      16/25       2.7G     0.6929     0.5837      1.051        218        640:  38%|###7      | 21/56 [00:02<00:03,  9.42it/s]
      16/25       2.7G     0.6943     0.5814      1.049        224        640:  38%|###7      | 21/56 [00:02<00:03,  9.42it/s]
      16/25       2.7G     0.6943     0.5814      1.049        224        640:  39%|###9      | 22/56 [00:02<00:03,  9.02it/s]
      16/25       2.7G     0.6937     0.5789      1.048        205        640:  39%|###9      | 22/56 [00:02<00:03,  9.02it/s]
      16/25       2.7G     0.6937     0.5789      1.048        205        640:  41%|####1     | 23/56 [00:02<00:03,  9.09it/s]
      16/25       2.7G     0.6916     0.5757      1.044        230        640:  41%|####1     | 23/56 [00:02<00:03,  9.09it/s]
      16/25       2.7G     0.6916     0.5757      1.044        230        640:  43%|####2     | 24/56 [00:02<00:03,  9.17it/s]
      16/25       2.7G     0.6899     0.5733      1.042        233        640:  43%|####2     | 24/56 [00:03<00:03,  9.17it/s]
      16/25       2.7G     0.6899     0.5733      1.042        233        640:  45%|####4     | 25/56 [00:03<00:03,  9.22it/s]
      16/25       2.7G     0.6885     0.5717      1.042        198        640:  45%|####4     | 25/56 [00:03<00:03,  9.22it/s]
      16/25       2.7G     0.6885     0.5717      1.042        198        640:  46%|####6     | 26/56 [00:03<00:03,  8.74it/s]
      16/25       2.7G      0.692     0.5712      1.042        243        640:  46%|####6     | 26/56 [00:03<00:03,  8.74it/s]
      16/25       2.7G      0.692     0.5712      1.042        243        640:  48%|####8     | 27/56 [00:03<00:03,  8.74it/s]
      16/25       2.7G     0.6933     0.5717      1.043        199        640:  48%|####8     | 27/56 [00:03<00:03,  8.74it/s]
      16/25       2.7G     0.6933     0.5717      1.043        199        640:  50%|#####     | 28/56 [00:03<00:03,  8.91it/s]
      16/25       2.7G     0.6932     0.5708      1.043        221        640:  50%|#####     | 28/56 [00:03<00:03,  8.91it/s]
      16/25       2.7G     0.6932     0.5708      1.043        221        640:  52%|#####1    | 29/56 [00:03<00:03,  8.96it/s]
      16/25       2.7G     0.6973       0.57      1.047        244        640:  52%|#####1    | 29/56 [00:03<00:03,  8.96it/s]
      16/25       2.7G     0.6973       0.57      1.047        244        640:  54%|#####3    | 30/56 [00:03<00:03,  8.46it/s]
      16/25       2.7G      0.696     0.5681      1.047        199        640:  54%|#####3    | 30/56 [00:03<00:03,  8.46it/s]
      16/25       2.7G      0.696     0.5681      1.047        199        640:  55%|#####5    | 31/56 [00:03<00:02,  8.79it/s]
      16/25       2.7G     0.6993     0.5677      1.049        221        640:  55%|#####5    | 31/56 [00:03<00:02,  8.79it/s]
      16/25       2.7G     0.6993     0.5677      1.049        221        640:  57%|#####7    | 32/56 [00:03<00:02,  8.73it/s]
      16/25       2.7G     0.6963     0.5644      1.047        227        640:  57%|#####7    | 32/56 [00:03<00:02,  8.73it/s]
      16/25       2.7G     0.6963     0.5644      1.047        227        640:  59%|#####8    | 33/56 [00:03<00:02,  8.91it/s]
      16/25       2.7G      0.697     0.5641      1.047        219        640:  59%|#####8    | 33/56 [00:04<00:02,  8.91it/s]
      16/25       2.7G      0.697     0.5641      1.047        219        640:  61%|######    | 34/56 [00:04<00:02,  8.44it/s]
      16/25       2.7G     0.6961     0.5623      1.047        211        640:  61%|######    | 34/56 [00:04<00:02,  8.44it/s]
      16/25       2.7G     0.6961     0.5623      1.047        211        640:  62%|######2   | 35/56 [00:04<00:02,  8.53it/s]
      16/25       2.7G     0.6965     0.5628      1.047        235        640:  62%|######2   | 35/56 [00:04<00:02,  8.53it/s]
      16/25       2.7G     0.6965     0.5628      1.047        235        640:  64%|######4   | 36/56 [00:04<00:02,  8.66it/s]
      16/25       2.7G     0.6975     0.5623      1.047        259        640:  64%|######4   | 36/56 [00:04<00:02,  8.66it/s]
      16/25       2.7G     0.6975     0.5623      1.047        259        640:  66%|######6   | 37/56 [00:04<00:02,  8.91it/s]
      16/25       2.7G     0.6959     0.5611      1.045        195        640:  66%|######6   | 37/56 [00:04<00:02,  8.91it/s]
      16/25       2.7G     0.6959     0.5611      1.045        195        640:  68%|######7   | 38/56 [00:04<00:02,  8.61it/s]
      16/25       2.7G     0.6945     0.5599      1.045        178        640:  68%|######7   | 38/56 [00:04<00:02,  8.61it/s]
      16/25       2.7G     0.6945     0.5599      1.045        178        640:  70%|######9   | 39/56 [00:04<00:01,  8.86it/s]
      16/25       2.7G      0.693     0.5595      1.045        215        640:  70%|######9   | 39/56 [00:04<00:01,  8.86it/s]
      16/25       2.7G      0.693     0.5607      1.046        171        640:  70%|######9   | 39/56 [00:04<00:01,  8.86it/s]
      16/25       2.7G      0.693     0.5607      1.046        171        640:  73%|#######3  | 41/56 [00:04<00:01,  9.22it/s]
      16/25       2.7G      0.694     0.5596      1.047        213        640:  73%|#######3  | 41/56 [00:04<00:01,  9.22it/s]
      16/25       2.7G      0.694     0.5596      1.047        213        640:  75%|#######5  | 42/56 [00:04<00:01,  8.73it/s]
      16/25       2.7G     0.6936      0.558      1.046        226        640:  75%|#######5  | 42/56 [00:05<00:01,  8.73it/s]
      16/25       2.7G     0.6936      0.558      1.046        226        640:  77%|#######6  | 43/56 [00:05<00:01,  9.01it/s]
      16/25       2.7G     0.6928      0.556      1.044        214        640:  77%|#######6  | 43/56 [00:05<00:01,  9.01it/s]
      16/25       2.7G     0.6928      0.556      1.044        214        640:  79%|#######8  | 44/56 [00:05<00:01,  9.03it/s]
      16/25       2.7G     0.6929     0.5549      1.045        200        640:  79%|#######8  | 44/56 [00:05<00:01,  9.03it/s]
      16/25       2.7G     0.6929     0.5549      1.045        200        640:  80%|########  | 45/56 [00:05<00:01,  9.09it/s]
      16/25       2.7G     0.6933     0.5535      1.043        209        640:  80%|########  | 45/56 [00:05<00:01,  9.09it/s]
      16/25       2.7G     0.6933     0.5535      1.043        209        640:  82%|########2 | 46/56 [00:05<00:01,  8.67it/s]
      16/25       2.7G     0.6934     0.5531      1.044        204        640:  82%|########2 | 46/56 [00:05<00:01,  8.67it/s]
      16/25       2.7G     0.6934     0.5531      1.044        204        640:  84%|########3 | 47/56 [00:05<00:01,  8.72it/s]
      16/25       2.7G     0.6942     0.5535      1.044        195        640:  84%|########3 | 47/56 [00:05<00:01,  8.72it/s]
      16/25       2.7G     0.6942     0.5535      1.044        195        640:  86%|########5 | 48/56 [00:05<00:00,  8.70it/s]
      16/25       2.7G     0.6935     0.5526      1.044        229        640:  86%|########5 | 48/56 [00:05<00:00,  8.70it/s]
      16/25       2.7G     0.6935     0.5526      1.044        229        640:  88%|########7 | 49/56 [00:05<00:00,  8.96it/s]
      16/25       2.7G     0.6931     0.5514      1.043        201        640:  88%|########7 | 49/56 [00:05<00:00,  8.96it/s]
      16/25       2.7G     0.6931     0.5514      1.043        201        640:  89%|########9 | 50/56 [00:05<00:00,  8.38it/s]
      16/25       2.7G     0.6944     0.5514      1.043        229        640:  89%|########9 | 50/56 [00:05<00:00,  8.38it/s]
      16/25       2.7G     0.6944     0.5514      1.043        229        640:  91%|#########1| 51/56 [00:05<00:00,  8.76it/s]
      16/25       2.7G     0.6915     0.5489      1.041        219        640:  91%|#########1| 51/56 [00:06<00:00,  8.76it/s]
      16/25       2.7G     0.6915     0.5489      1.041        219        640:  93%|#########2| 52/56 [00:06<00:00,  8.99it/s]
      16/25       2.7G     0.6902     0.5477       1.04        202        640:  93%|#########2| 52/56 [00:06<00:00,  8.99it/s]
      16/25       2.7G     0.6902     0.5477       1.04        202        640:  95%|#########4| 53/56 [00:06<00:00,  9.11it/s]
      16/25       2.7G      0.691     0.5475      1.041        202        640:  95%|#########4| 53/56 [00:06<00:00,  9.11it/s]
      16/25       2.7G      0.691     0.5475      1.041        202        640:  96%|#########6| 54/56 [00:06<00:00,  8.73it/s]
      16/25       2.7G     0.6902     0.5459       1.04        199        640:  96%|#########6| 54/56 [00:06<00:00,  8.73it/s]
      16/25       2.7G     0.6902     0.5459       1.04        199        640:  98%|#########8| 55/56 [00:06<00:00,  9.02it/s]
      16/25       2.7G     0.6876     0.5438      1.038         23        640:  98%|#########8| 55/56 [00:06<00:00,  9.02it/s]
      16/25       2.7G     0.6876     0.5438      1.038         23        640: 100%|##########| 56/56 [00:06<00:00,  8.66it/s]


                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):   0%|          | 0/8 [00:00<?, ?it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  12%|#2        | 1/8 [00:00<00:00,  8.02it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  25%|##5       | 2/8 [00:00<00:00,  7.93it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  38%|###7      | 3/8 [00:00<00:00,  7.76it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  50%|#####     | 4/8 [00:00<00:00,  7.84it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  62%|######2   | 5/8 [00:00<00:00,  7.74it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  75%|#######5  | 6/8 [00:00<00:00,  7.62it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  88%|########7 | 7/8 [00:00<00:00,  7.19it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.62it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.63it/s]

                   all        252       3737      0.937      0.914      0.961      0.773



      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size


  0%|          | 0/56 [00:00<?, ?it/s]
      17/25       2.7G     0.8033     0.5508       1.09        240        640:   0%|          | 0/56 [00:00<?, ?it/s]
      17/25       2.7G     0.8033     0.5508       1.09        240        640:   2%|1         | 1/56 [00:00<00:05,  9.41it/s]
      17/25       2.7G     0.6998     0.5092      1.038        212        640:   2%|1         | 1/56 [00:00<00:05,  9.41it/s]
      17/25       2.7G     0.6998     0.5092      1.038        212        640:   4%|3         | 2/56 [00:00<00:06,  8.50it/s]
      17/25       2.7G     0.7373     0.5291      1.088        177        640:   4%|3         | 2/56 [00:00<00:06,  8.50it/s]
      17/25       2.7G     0.7373     0.5291      1.088        177        640:   5%|5         | 3/56 [00:00<00:05,  9.07it/s]
      17/25       2.7G     0.7254     0.5288      1.084        198        640:   5%|5         | 3/56 [00:00<00:05,  9.07it/s]
      17/25       2.7G     0.7254     0.5288      1.084        198        640:   7%|7         | 4/56 [00:00<00:05,  9.15it/s]
      17/25       2.7G     0.7205     0.5193      1.076        234        640:   7%|7         | 4/56 [00:00<00:05,  9.15it/s]
      17/25       2.7G     0.7205     0.5193      1.076        234        640:   9%|8         | 5/56 [00:00<00:05,  9.24it/s]
      17/25       2.7G     0.7131     0.5132      1.067        203        640:   9%|8         | 5/56 [00:00<00:05,  9.24it/s]
      17/25       2.7G     0.7131     0.5132      1.067        203        640:  11%|#         | 6/56 [00:00<00:05,  8.74it/s]
      17/25       2.7G      0.709     0.5172      1.067        179        640:  11%|#         | 6/56 [00:00<00:05,  8.74it/s]
      17/25       2.7G      0.709     0.5172      1.067        179        640:  12%|#2        | 7/56 [00:00<00:05,  8.91it/s]
      17/25       2.7G     0.7028     0.5154      1.064        222        640:  12%|#2        | 7/56 [00:00<00:05,  8.91it/s]
      17/25       2.7G     0.7028     0.5154      1.064        222        640:  14%|#4        | 8/56 [00:00<00:05,  9.04it/s]
      17/25       2.7G     0.7025     0.5161      1.062        227        640:  14%|#4        | 8/56 [00:00<00:05,  9.04it/s]
      17/25       2.7G     0.7025     0.5161      1.062        227        640:  16%|#6        | 9/56 [00:00<00:05,  9.10it/s]
      17/25       2.7G      0.696     0.5128      1.053        194        640:  16%|#6        | 9/56 [00:01<00:05,  9.10it/s]
      17/25       2.7G      0.696     0.5128      1.053        194        640:  18%|#7        | 10/56 [00:01<00:05,  8.69it/s]
      17/25       2.7G      0.696     0.5114      1.049        238        640:  18%|#7        | 10/56 [00:01<00:05,  8.69it/s]
      17/25       2.7G      0.696     0.5114      1.049        238        640:  20%|#9        | 11/56 [00:01<00:05,  8.91it/s]
      17/25       2.7G     0.6931      0.512      1.049        223        640:  20%|#9        | 11/56 [00:01<00:05,  8.91it/s]
      17/25       2.7G     0.6931      0.512      1.049        223        640:  21%|##1       | 12/56 [00:01<00:04,  9.16it/s]
      17/25       2.7G     0.6958     0.5126      1.046        258        640:  21%|##1       | 12/56 [00:01<00:04,  9.16it/s]
      17/25       2.7G     0.6958     0.5126      1.046        258        640:  23%|##3       | 13/56 [00:01<00:04,  9.17it/s]
      17/25       2.7G     0.6895      0.511      1.044        199        640:  23%|##3       | 13/56 [00:01<00:04,  9.17it/s]
      17/25       2.7G     0.6895      0.511      1.044        199        640:  25%|##5       | 14/56 [00:01<00:04,  8.73it/s]
      17/25       2.7G     0.6838     0.5067       1.04        201        640:  25%|##5       | 14/56 [00:01<00:04,  8.73it/s]
      17/25       2.7G     0.6838     0.5067       1.04        201        640:  27%|##6       | 15/56 [00:01<00:04,  8.91it/s]
      17/25       2.7G     0.6828     0.5068      1.039        206        640:  27%|##6       | 15/56 [00:01<00:04,  8.91it/s]
      17/25       2.7G     0.6828     0.5068      1.039        206        640:  29%|##8       | 16/56 [00:01<00:04,  8.92it/s]
      17/25       2.7G      0.685     0.5094      1.042        185        640:  29%|##8       | 16/56 [00:01<00:04,  8.92it/s]
      17/25       2.7G      0.685     0.5094      1.042        185        640:  30%|###       | 17/56 [00:01<00:04,  8.97it/s]
      17/25       2.7G      0.683     0.5102      1.042        191        640:  30%|###       | 17/56 [00:02<00:04,  8.97it/s]
      17/25       2.7G      0.683     0.5102      1.042        191        640:  32%|###2      | 18/56 [00:02<00:04,  8.64it/s]
      17/25       2.7G     0.6879     0.5149      1.045        229        640:  32%|###2      | 18/56 [00:02<00:04,  8.64it/s]
      17/25       2.7G     0.6826     0.5122       1.04        223        640:  32%|###2      | 18/56 [00:02<00:04,  8.64it/s]
      17/25       2.7G     0.6826     0.5122       1.04        223        640:  36%|###5      | 20/56 [00:02<00:03,  9.11it/s]
      17/25       2.7G     0.6791     0.5104      1.039        217        640:  36%|###5      | 20/56 [00:02<00:03,  9.11it/s]
      17/25       2.7G     0.6791     0.5104      1.039        217        640:  38%|###7      | 21/56 [00:02<00:03,  9.16it/s]
